"","parutionJO","titre","annee","intitule","statutEnquete","numeroVISA","nouvelleEdition","initiative","contenuQuestionnaire","uniteStatistique","typeEnquete","champGeographique","extensionsGeographiques","periodicite","tailleEchantillon","serviceProducteurPrincipal","servicesProducteurs","dateCommissionAC","dateDebutAC","dateFinAC","commissionLabel","documentLabel","dateCommissionAO","dateDebutAO","dateFinAO","commissionCNIS"
"28",NA,"Activité et conditions d’emploi de la main-d’œuvre (Acemo) - Enquête annuelle sur le Dialogue social en entreprise (DSE) (2024A028TV)",2024,"Activité et conditions d’emploi de la main-d’œuvre (Acemo) - Enquête annuelle sur le Dialogue social en entreprise (DSE)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2024A028TV","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Entreprise",NA,"L’enquête couvre les unités légales situées en France métropolitaine et (depuis 2018) dans les Drom (hors Mayotte).",NA,"Annuelle","16000","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","2022-06-08","2023-01-01","2027-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2022/08/AC_2022_Dares_Acemo-DSE.pdf","2022-05-12","2023-01-01","2027-12-31","emploi-qualification-et-revenus-du-travail"
"29",NA,"Activité et conditions d’emploi de la main-d’œuvre (Acemo) - Enquête annuelle sur les Très petites entreprises (TPE) (2023A004TV)",2023,"Activité et conditions d’emploi de la main-d’œuvre (Acemo) - Enquête annuelle sur les Très petites entreprises (TPE)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2023A004TV","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise",NA,"L’enquête couvre les unités légales situées en France métropolitaine et (depuis 2018) dans les Drom (hors Mayotte).",NA,"Annuelle","60000","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","2022-06-08","2023-01-01","2027-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2022/08/AC_2022_Dares_Acemo-tpe.pdf","2022-05-12","2023-01-01","2027-12-31","emploi-qualification-et-revenus-du-travail"
"30",NA,"Activité et conditions d’emploi de la main-d’œuvre (Acemo) - Enquête annuelle sur les Très petites entreprises (TPE) (2024A027TV)",2024,"Activité et conditions d’emploi de la main-d’œuvre (Acemo) - Enquête annuelle sur les Très petites entreprises (TPE)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2024A027TV","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise",NA,"L’enquête couvre les unités légales situées en France métropolitaine et (depuis 2018) dans les Drom (hors Mayotte).",NA,"Annuelle","60000","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","2022-06-08","2023-01-01","2027-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2022/08/AC_2022_Dares_Acemo-tpe.pdf","2022-05-12","2023-01-01","2027-12-31","emploi-qualification-et-revenus-du-travail"
"31","2019-10-24","Bilan de la ferraille et de la vieille fonte (2020A043EN)",2020,"Bilan de la ferraille et de la vieille fonte","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2020A043EN","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ",NA,"L'enquête couvre la France métropolitaine et est exhaustive sur 39 établissements. Cette exhaustivité est précieuse, dans le cadre d’une activité qui peut subir de fortes fluctuations d’une année sur l’autre (fluctuations macro-économiques et intra-sectorielles).","Sans objet","Annuelle","39","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2019-09-25","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2019/11/AC_2019_Sdes_ferrailles.pdf","2019-03-28","2020-01-01","2024-12-31","entreprises-et-strategies-de-marche"
"32","2019-10-24","Bilan de la ferraille et de la vieille fonte (2021A027EN)",2021,"Bilan de la ferraille et de la vieille fonte","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2021A027EN","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ",NA,"L'enquête couvre la France métropolitaine et est exhaustive sur 39 établissements. Cette exhaustivité est précieuse, dans le cadre d’une activité qui peut subir de fortes fluctuations d’une année sur l’autre (fluctuations macro-économiques et intra-sectorielles).","Sans objet","Annuelle","39","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2019-09-25","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2019/11/AC_2019_Sdes_ferrailles.pdf",NA,"2020-01-01","2024-12-31","entreprises-et-strategies-de-marche"
"33",NA,"Bilan de la ferraille et de la vieille fonte (2023A073EN)",2023,"Bilan de la ferraille et de la vieille fonte","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2023A073EN","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ",NA,"L'enquête couvre la France métropolitaine et est exhaustive sur 39 établissements. Cette exhaustivité est précieuse, dans le cadre d’une activité qui peut subir de fortes fluctuations d’une année sur l’autre (fluctuations macro-économiques et intra-sectorielles).","Sans objet","Annuelle","39","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2019-09-25","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2019/11/AC_2019_Sdes_ferrailles.pdf","2019-03-28","2020-01-01","2024-12-31","entreprises-et-strategies-de-marche"
"34","2023-11-15","Bilan de la ferraille et de la vieille fonte (2024A052EN)",2024,"Bilan de la ferraille et de la vieille fonte","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2024A052EN","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ",NA,"L'enquête couvre la France métropolitaine et est exhaustive sur 39 établissements. Cette exhaustivité est précieuse, dans le cadre d’une activité qui peut subir de fortes fluctuations d’une année sur l’autre (fluctuations macro-économiques et intra-sectorielles).","Sans objet","Annuelle","39","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","SSM Énergie, logement, transport, environnement - Service des données et études statistiques (SDES)","2019-09-25","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2019/11/AC_2019_Sdes_ferrailles.pdf","2019-03-28","2020-01-01","2024-12-31","entreprises-et-strategies-de-marche"
"35","2021-12-23","Bulletin d'état civil - Naissance (202PA011EC)",NA,"Bulletin d'état civil - Naissance","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","202PA011EC","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"Les communes de la métropole, des départements d'outre-mer (y compris Mayotte), de Saint-Pierre-et-Miquelon, de Saint-Barthélemy, de Saint-Martin, de Polynésie Française et de Wallis et Futuna.",NA,"Ponctuelle ou pluri-annuelle","35100","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2021-04-14","2022-01-01","2026-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2022/01/AC_2021_Insee_RNIPP.pdf","2021-12-02","2022-01-01","2026-12-31","demographie-et-questions-sociales"
"36","2021-12-23","Bulletin d’état civil – Avis de décès (202PA010EC)",NA,"Bulletin d’état civil – Avis de décès","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","202PA010EC","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"Les communes de la métropole, des départements d'outre-mer (y compris Mayotte), de Saint-Pierre-et-Miquelon, de Saint-Barthélemy, de Saint-Martin, de Polynésie Française et de Wallis et Futuna.",NA,NA,"35100","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2021-04-14","2022-01-01","2026-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2022/01/AC_2021_Insee_RNIPP.pdf","2021-12-02","2022-01-01","2026-12-31","demographie-et-questions-sociales"
"37","2021-12-23","Bulletin d’état civil – Avis de décès (adressé à l’Agence Régionale de Santé) (202PA009EC)",NA,"Bulletin d’état civil – Avis de décès (adressé à l’Agence Régionale de Santé) ","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","202PA009EC","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"Les communes de la métropole, des départements d'outre-mer (y compris Mayotte), de Saint-Pierre-et-Miquelon, de Saint-Barthélemy, de Saint-Martin, de Polynésie Française et de Wallis et Futuna.",NA,NA,"35100","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2021-04-14","2022-01-01","2026-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2022/01/AC_2021_Insee_RNIPP.pdf","2021-12-02","2022-01-01","2026-12-31","demographie-et-questions-sociales"
"38","2021-12-23","Bulletin d’état civil – Conclusion d’un pacte civil de solidarité (Pacs) (202PA006EC)",NA,"Bulletin d’état civil – Conclusion d’un pacte civil de solidarité (Pacs)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","202PA006EC","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"Les communes de la métropole, des départements d'outre-mer (y compris Mayotte), de Saint-Pierre-et-Miquelon, de Saint-Barthélemy, de Saint-Martin, de Polynésie Française et de Wallis et Futuna.",NA,NA,"35100","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2021-04-14","2022-01-01","2026-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2022/01/AC_2021_Insee_RNIPP.pdf","2021-12-02","2022-01-01","2026-12-31","demographie-et-questions-sociales"
"39","2021-12-23","Bulletin d’état civil – Dissolution d’un pacte civile de solidarité (Pacs) (202PA007EC)",NA,"Bulletin d’état civil – Dissolution d’un pacte civile de solidarité (Pacs)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","202PA007EC","Rééditée avec une périodicité supérieure à 1 an","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,NA,"Les communes de la métropole, des départements d'outre-mer (y compris Mayotte), de Saint-Pierre-et-Miquelon, de Saint-Barthélemy, de Saint-Martin, de Polynésie Française et de Wallis et Futuna.",NA,NA,"35100","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2021-04-14","2022-01-01","2026-12-31","Ménages","https://www.cnis.fr/wp-content/uploads/2022/01/AC_2021_Insee_RNIPP.pdf","2021-12-02","2022-01-01","2026-12-31","demographie-et-questions-sociales"
